Date,Message,ID,Reply_to,Merged_Message,Crowd Level,Direction,Crowd Level new,Direction new,Comparison
28/7/2024 16:06,sbs q from jb to sg,94400,-1,sbs q from jb to sg,High,Singapore to Malaysia,Low,Malaysia to Singapore,Different
28/7/2024 16:05,Cleared jb customs and went onto the CW Bus within 15mins ,94399,-1,Cleared jb customs and went onto the CW Bus within 15mins ,High,Singapore to Malaysia,Low,Singapore to Malaysia,Different
28/7/2024 15:50,JB  SG just cleared egate in 5mins long bus queue for 170160 up to 2nd level but short queue for blue bus,94396,-1,JB  SG just cleared egate in 5mins long bus queue for 170160 up to 2nd level but short queue for blue bus,High,Singapore to Malaysia,High,Singapore to Malaysia,Same
28/7/2024 15:42,"Very short q from jb to sg but human traffick increasing

Q for bus is very long",94394,-1,"Very short q from jb to sg but human traffick increasing

Q for bus is very long",High,Singapore to Malaysia,High,Singapore to Malaysia,Same
28/7/2024 15:17,Queue starting to form but I took about 15 mins to clear customs and board the bus at jb side,94389,-1,Queue starting to form but I took about 15 mins to clear customs and board the bus at jb side,High,Malaysia to Singapore,High,Malaysia to Singapore,Same
28/7/2024 14:57,A breeze,94381,94369,"Anyone know the queue from jb to sg 

By bus A breeze",Not related,Not related,Not related,Not related,Same
28/7/2024 14:34,"Anyone know the queue from jb to sg 

By bus",94369,-1,"Anyone know the queue from jb to sg 

By bus",High,Singapore to Malaysia,Low,Malaysia to Singapore,Different
28/7/2024 14:34,i think they only allow malaysian to pay overseas just like singaporeans cannot use wechat pay in sg,94368,94362,i think they only allow malaysian to pay overseas just like singaporeans cannot use wechat pay in sg,High,Not related,Low,Malaysia to Singapore,Different
28/7/2024 13:56,Any setting to change I scan the qr not accepted,94356,94355,Can Any setting to change I scan the qr not accepted,High,Not related,Low,Not related,Different
28/7/2024 12:23,Sunday is like that mah The nightmare is later JB to SG,94343,94338,Singapore to JB Zero crowd  Bus empty too Sunday is like that mah The nightmare is later JB to SG,High,Singapore to Malaysia,High,Malaysia to Singapore,Same
28/7/2024 12:09,Singapore to JB Zero crowd  Bus empty too,94338,-1,Singapore to JB Zero crowd  Bus empty too,Low,Singapore to Malaysia,Low,Singapore to Malaysia,Same
28/7/2024 12:05,Sg side also very smooth Buses at sg to jb custom also not long queue,94337,-1,Sg side also very smooth Buses at sg to jb custom also not long queue,High,Singapore to Malaysia,High,Singapore to Malaysia,Same
28/7/2024 8:52,Juat crossed sg customs buses no need to wait,94288,-1,Juat crossed sg customs buses no need to wait,High,Singapore to Malaysia,Low,Singapore to Malaysia,Different
28/7/2024 0:18,Google Maps traffic,94260,-1,Google Maps traffic,Medium,Not related,Low,Not related,Different
27/7/2024 23:07,I queue all the way at the stairs there ,94244,94243,I queue all the way at the stairs there ,High,Singapore to Malaysia,High,Not related,Same
27/7/2024 22:31,JB Custom CW queue same,94234,-1,JB Custom CW queue same,High,Singapore to Malaysia,Low,Not related,Different
27/7/2024 22:30,JB Custom JB to SG sbs bus queue only at 1 level near the stair,94232,-1,JB Custom JB to SG sbs bus queue only at 1 level near the stair,High,Singapore to Malaysia,Low,Malaysia to Singapore,Different
27/7/2024 22:16,JB Sentral Shuttle Tebrau JBSG ticketing gate not working at 815pm Not sure if it is fixed,94223,-1,JB Sentral Shuttle Tebrau JBSG ticketing gate not working at 815pm Not sure if it is fixed,High,Not related,High,Not related,Same
27/7/2024 22:08,It is very hard to use chrome safari or a bus app la Pardon ppl ,94217,94186,It is very hard to use chrome safari or a bus app la Pardon ppl ,High,Not related,Low,Not related,Different
27/7/2024 22:07,Lols weird I passed by ard 2045 thats why i typed that,94216,94176,Long queue leh Lols weird I passed by ard 2045 thats why i typed that,High,Not related,Not related,Not related,Different
27/7/2024 21:58,Woodlands customs jam till escalator now,94209,-1,Woodlands customs jam till escalator now,High,Singapore to Malaysia,High,Malaysia to Singapore,Same
27/7/2024 21:44,Gg SG customs systems down all stuck,94193,-1,Gg SG customs systems down all stuck,High,Not related,High,Not related,Same
27/7/2024 21:44,Exit Sg,94192,-1,Exit Sg,High,Singapore to Malaysia,Low,Not related,Different
27/7/2024 21:43,There is long queue singapore immigration,94188,-1,There is long queue singapore immigration,High,Singapore to Malaysia,High,Not related,Same
27/7/2024 21:35,around 45mins ago It was ok,94185,94181,Hi Anyone at woodlands custom   Any info on the human traffic there  around 45mins ago It was ok,Low,Not related,Low,Not related,Same
27/7/2024 21:12,Hi Anyone at woodlands custom   Any info on the human traffic there ,94181,-1,Hi Anyone at woodlands custom   Any info on the human traffic there ,High,Singapore to Malaysia,Low,Singapore to Malaysia,Different
27/7/2024 21:05,Jaybee to assgee kastam,94178,-1,Jaybee to assgee kastam,High,Not related,Low,Not related,Different
27/7/2024 21:03,"Kranji queue situation at 903
FYI clear jb to sg in 30 mins",94177,-1,"Kranji queue situation at 903
FYI clear jb to sg in 30 mins",High,Singapore to Malaysia,High,Singapore to Malaysia,Same
27/7/2024 21:03,Long queue leh,94176,94172,CW 170X no queue at Kranji MRT Long queue leh,High,Singapore to Malaysia,High,Not related,Same
27/7/2024 20:42,CW 170X no queue at Kranji MRT,94172,-1,CW 170X no queue at Kranji MRT,High,Singapore to Malaysia,Low,Not related,Different
27/7/2024 20:38,Same here,94171,94024,this morning 645 am the customs ask to use e gate for sg very quick Same here,High,Not related,Not related,Not related,Different
27/7/2024 20:22,jbsg smooth,94165,-1,jbsg smooth,Low,Malaysia to Singapore,Low,Not related,Same
27/7/2024 20:14,One woman immigration officer at sg custom just shouted someone left the phone behind after clearing sg custom Please check,94162,-1,One woman immigration officer at sg custom just shouted someone left the phone behind after clearing sg custom Please check,High,Singapore to Malaysia,High,Singapore to Malaysia,Same
27/7/2024 19:47,Many people going back to Singapore,94154,-1,Many people going back to Singapore,High,Malaysia to Singapore,Low,Singapore to Malaysia,Different
27/7/2024 18:35,sg side also smooth,94135,-1,sg side also smooth,Low,Malaysia to Singapore,Low,Singapore to Malaysia,Same
27/7/2024 17:51,Jb  SG bus smooth SG immigration getting crowded rightmost bilane egate open,94131,-1,Jb  SG bus smooth SG immigration getting crowded rightmost bilane egate open,High,Singapore to Malaysia,High,Singapore to Malaysia,Same
27/7/2024 16:50,See pinned FAQ,94118,94111,Do we need to apply anything for malaysia e gate See pinned FAQ,Not related,Not related,Not related,Not related,Same
27/7/2024 15:36,170x bus queue at Kranji,94102,-1,170x bus queue at Kranji,High,Singapore to Malaysia,High,Malaysia to Singapore,Same
27/7/2024 15:19,Egate n manual queue about 10 people,94097,94091,Is there human q in Jb custom Egate n manual queue about 10 people,High,Singapore to Malaysia,Low,Not related,Different
27/7/2024 15:17,Sg to jb queue,94093,-1,Sg to jb queue,High,Singapore to Malaysia,Low,Singapore to Malaysia,Different
27/7/2024 15:01,Thank you,94088,94087,no queue Thank you,Not related,Not related,Not related,Not related,Same
27/7/2024 14:40,No bus queue at kranji,94084,-1,No bus queue at kranji,High,Singapore to Malaysia,Low,Not related,Different
27/7/2024 14:26,Quite alot of buses so now the bus queue moves fast,94080,-1,Quite alot of buses so now the bus queue moves fast,High,Not related,Low,Singapore to Malaysia,Different
27/7/2024 14:25,Jb custom SgJB,94079,-1,Jb custom SgJB,High,Singapore to Malaysia,Low,Not related,Different
27/7/2024 13:45,Any jam sgjb,94056,-1,Any jam sgjb,High,Singapore to Malaysia,High,Not related,Same
27/7/2024 13:42,Jbsg pleasee,94054,-1,Jbsg pleasee,High,Singapore to Malaysia,Low,Not related,Different
27/7/2024 13:28,170 queue at kranji bus stop,94047,-1,170 queue at kranji bus stop,High,Singapore to Malaysia,High,Malaysia to Singapore,Same
27/7/2024 13:17,No jam on the Causeway too for bus lane,94043,-1,No jam on the Causeway too for bus lane,High,Not related,High,Singapore to Malaysia,Same
27/7/2024 13:16,Just cleared both sg and jb customs within 30min No queue for buses i didnt take the sbs smrt buses Egate was 510min,94042,-1,Just cleared both sg and jb customs within 30min No queue for buses i didnt take the sbs smrt buses Egate was 510min,High,Singapore to Malaysia,Low,Singapore to Malaysia,Different
27/7/2024 12:53,If possible can let us know about jb too  thank you,94030,94028,No jam at all in woodland checkpoint If possible can let us know about jb too  thank you,High,Not related,Not related,Not related,Different
27/7/2024 12:49,No jam at all in woodland checkpoint,94028,-1,No jam at all in woodland checkpoint,Low,Malaysia to Singapore,Low,Not related,Same
27/7/2024 12:44,this morning 645 am the customs ask to use e gate for sg very quick,94024,-1,this morning 645 am the customs ask to use e gate for sg very quick,High,Singapore to Malaysia,Low,Singapore to Malaysia,Different
27/7/2024 12:43,Hi any experience of what time to leave jb ciq for singapore like on sat,94021,-1,Hi any experience of what time to leave jb ciq for singapore like on sat,High,Singapore to Malaysia,High,Singapore to Malaysia,Same
27/7/2024 12:19,Thanks,94006,94005,Check pinned FAQ Q3 Thanks,Not related,Not related,Not related,Not related,Same
27/7/2024 12:03,40 minutes at woodlands check point from entrance to boarding bus,94001,-1,40 minutes at woodlands check point from entrance to boarding bus,High,Singapore to Malaysia,High,Singapore to Malaysia,Same
27/7/2024 12:02,Open opposite direction counters alr Run over Very fast out to jb city sq already,94000,-1,Open opposite direction counters alr Run over Very fast out to jb city sq already,High,Malaysia to Singapore,High,Malaysia to Singapore,Same
27/7/2024 11:49,Good option but you lose the transfer rebate and have to pay more ,93995,93928,Sometimes i see the 170x queue at Kranji shorter than i take But at ICA CW queue moves quicker than i transfer to CW there to CIQ Good option but you lose the transfer rebate and have to pay more ,Not related,Not related,Not related,Not related,Same
27/7/2024 11:48,Singapore woodland moving very fast despite crowd many buses bring ppl to JB one short Cause the crowd,93994,-1,Singapore woodland moving very fast despite crowd many buses bring ppl to JB one short Cause the crowd,High,Singapore to Malaysia,Low,Singapore to Malaysia,Different
27/7/2024 11:47,Q till escalator,93993,-1,Q till escalator,High,Singapore to Malaysia,Low,Not related,Different
27/7/2024 11:29,I repeat again for the benefit of the Tuas users The egates for foreigners are towards the end of the hall ,93975,-1,I repeat again for the benefit of the Tuas users The egates for foreigners are towards the end of the hall ,High,Not related,Low,Singapore to Malaysia,Different
27/7/2024 11:24,egate q contra lane not open ,93968,-1,egate q contra lane not open ,High,Singapore to Malaysia,Low,Not related,Different
27/7/2024 11:21,So egate no issue right just tat buses are slow,93962,-1,So egate no issue right just tat buses are slow,Medium,Not related,Low,Not related,Different
27/7/2024 11:17,Jam at sg side Sbssmrt Bus services not enough,93959,-1,Jam at sg side Sbssmrt Bus services not enough,High,Malaysia to Singapore,High,Singapore to Malaysia,Same
27/7/2024 11:09,For SJE i dont think they sell tickets at Wlds So u may not be able to get on the bus,93946,-1,For SJE i dont think they sell tickets at Wlds So u may not be able to get on the bus,Low,Not related,Low,Singapore to Malaysia,Same
27/7/2024 11:07,From SG To JB,93943,93939,This one coming in sg From SG To JB,High,Malaysia to Singapore,Low,Singapore to Malaysia,Different
27/7/2024 11:05,Crazy q at msia custom also lol,93940,-1,Crazy q at msia custom also lol,High,Singapore to Malaysia,High,Malaysia to Singapore,Same
27/7/2024 11:05,Feel free to See where and which bus comes first and what you want to pay,93938,93936,Thanks for the reply For someone who just wants to get to the mlys checkpoint i can just take those buses right I nvr take those buses before because I thought it is like buses for Malaysians  Feel free to See where and which bus comes first and what you want to pay,Low,Not related,Low,Not related,Same
27/7/2024 11:05,I saw a 170X on the causeway So it is definitely operational,93937,-1,I saw a 170X on the causeway So it is definitely operational,High,Singapore to Malaysia,Low,Singapore to Malaysia,Different
27/7/2024 11:05,Thanks for the reply For someone who just wants to get to the mlys checkpoint i can just take those buses right I nvr take those buses before because I thought it is like buses for Malaysians ,93936,-1,Thanks for the reply For someone who just wants to get to the mlys checkpoint i can just take those buses right I nvr take those buses before because I thought it is like buses for Malaysians ,High,Singapore to Malaysia,Low,Singapore to Malaysia,Different
27/7/2024 11:04,SG to JB,93935,-1,SG to JB,High,Singapore to Malaysia,Low,Singapore to Malaysia,Different
27/7/2024 11:04,Traffic on causeway is high Both ways got long jam,93934,-1,Traffic on causeway is high Both ways got long jam,High,Singapore to Malaysia,High,Malaysia to Singapore,Same
27/7/2024 11:00,Sometimes i see the 170x queue at Kranji shorter than i take But at ICA CW queue moves quicker than i transfer to CW there to CIQ,93928,-1,Sometimes i see the 170x queue at Kranji shorter than i take But at ICA CW queue moves quicker than i transfer to CW there to CIQ,High,Singapore to Malaysia,High,Singapore to Malaysia,Same
27/7/2024 10:59,Woodland chk pt sh b getting crowded now  Woodland bus interchange 911 and 856 also long Q now,93924,-1,Woodland chk pt sh b getting crowded now  Woodland bus interchange 911 and 856 also long Q now,High,Singapore to Malaysia,High,Not related,Same
27/7/2024 10:58,In practice CW has been faster for me 89 times out of 10  Heng heng,93923,93918,"It depends on ppl preference One is distance fare one is trip based fare

CW has a loop bus between Wlds chkpt  JB CIQ So in theory they have not bad service too In practice CW has been faster for me 89 times out of 10  Heng heng",High,Not related,Not related,Not related,Different
27/7/2024 10:58,In theory 20 mins not possible to clear this crowd la So should be,93922,93919,Still got the crazy queue In theory 20 mins not possible to clear this crowd la So should be,High,Not related,High,Not related,Same
27/7/2024 10:57,Yes q up to the gate already,93921,-1,Yes q up to the gate already,High,Singapore to Malaysia,High,Not related,Same
27/7/2024 10:57,I took the private bus  so not very sure the situation now,93920,93919,Still got the crazy queue I took the private bus  so not very sure the situation now,Low,Not related,Low,Singapore to Malaysia,Same
27/7/2024 10:50,"It depends on ppl preference One is distance fare one is trip based fare

CW has a loop bus between Wlds chkpt  JB CIQ So in theory they have not bad service too",93918,93915,"Why not just take CW Is always faster for me and can continue take at ICA to CIQ It depends on ppl preference One is distance fare one is trip based fare

CW has a loop bus between Wlds chkpt  JB CIQ So in theory they have not bad service too",High,Not related,Low,Singapore to Malaysia,Different
27/7/2024 10:46," 170X Notes
 Official queue starts opp Kranji MRT unofficial queue starts at Kranji MRT
Weekdays
 Kranji  JB Sentral Bus Terminal May just use as a turn around
Weekends PH
 Kranji  JB CIQ Turnaround",93916,-1," 170X Notes
 Official queue starts opp Kranji MRT unofficial queue starts at Kranji MRT
Weekdays
 Kranji  JB Sentral Bus Terminal May just use as a turn around
Weekends PH
 Kranji  JB CIQ Turnaround",High,Singapore to Malaysia,High,Malaysia to Singapore,Same
27/7/2024 10:45,Why not just take CW Is always faster for me and can continue take at ICA to CIQ,93915,-1,Why not just take CW Is always faster for me and can continue take at ICA to CIQ,High,Singapore to Malaysia,High,Not related,Same
27/7/2024 10:41,Aiyo crazy queue till the steps,93911,93907, Aiyo crazy queue till the steps,High,Singapore to Malaysia,High,Malaysia to Singapore,Same
27/7/2024 10:40,Sorry I mean at opposite Kranji bus stop,93909,93908,Not that bus not stopping i simply turns one round at thr CIQ itself not at JB Sentral Bus Terminal Sorry I mean at opposite Kranji bus stop,High,Singapore to Malaysia,High,Singapore to Malaysia,Same
27/7/2024 10:39,Not that bus not stopping i simply turns one round at thr CIQ itself not at JB Sentral Bus Terminal,93908,93906,Bus not stopping Not that bus not stopping i simply turns one round at thr CIQ itself not at JB Sentral Bus Terminal,High,Not related,High,Not related,Same
27/7/2024 10:39,Bus not stopping,93906,93859,The official queue for 170X starts opposite Kranji MRT Bus not stopping,Not related,Not related,High,Not related,Different
27/7/2024 10:39,Ah,93905,93853,"Weekends have 170X
but Kranji  CIQ only
It will not go turn one round at JB Sentral Bus Terminal unlike weekdays Ah",Not related,Not related,Not related,Not related,Same
27/7/2024 10:38,Zi,93904,93853,"Weekends have 170X
but Kranji  CIQ only
It will not go turn one round at JB Sentral Bus Terminal unlike weekdays Zi",Not related,Not related,Not related,Not related,Same
27/7/2024 10:36,Bo bus la,93897,-1,Bo bus la,High,Not related,Low,Not related,Different
27/7/2024 10:21,take CW 1520 mins,93887,93885,Sg  take 160170 or cw better  take CW 1520 mins,High,Not related,High,Not related,Same
27/7/2024 10:17,SG custom cannot,93883,-1,SG custom cannot,High,Not related,High,Not related,Same
27/7/2024 10:11,Abt 30 mins to clear sg custom,93873,-1,Abt 30 mins to clear sg custom,High,Singapore to Malaysia,Low,Singapore to Malaysia,Different
27/7/2024 10:11,Yea sg custom quite bad,93872,-1,Yea sg custom quite bad,High,Singapore to Malaysia,High,Not related,Same
27/7/2024 10:10,sg arrival hall crowded,93871,-1,sg arrival hall crowded,High,Singapore to Malaysia,High,Singapore to Malaysia,Same
27/7/2024 10:08,"SG customs approx 30mins wait now
CW bus approx 20 mins",93868,-1,"SG customs approx 30mins wait now
CW bus approx 20 mins",High,Singapore to Malaysia,High,Singapore to Malaysia,Same
27/7/2024 10:01,Cos the next bus is at least 40 mins or more away,93862,93860,No I mean 170 Cos the next bus is at least 40 mins or more away,High,Not related,High,Malaysia to Singapore,Same
27/7/2024 9:59,Sg custom long queue,93856,-1,Sg custom long queue,High,Singapore to Malaysia,High,Not related,Same
27/7/2024 9:58,"Weekends have 170X
but Kranji  CIQ only
It will not go turn one round at JB Sentral Bus Terminal unlike weekdays",93853,93817,"Weekends have 170X
but Kranji  CIQ only
It will not go turn one round at JB Sentral Bus Terminal unlike weekdays",High,Not related,High,Malaysia to Singapore,Same
27/7/2024 9:53,Sg to jb,93850,-1,Sg to jb,High,Malaysia to Singapore,Low,Singapore to Malaysia,Different
27/7/2024 9:53,Long queue now approx 2hrs,93849,-1,Long queue now approx 2hrs,High,Singapore to Malaysia,High,Not related,Same
27/7/2024 9:07,"JB immigration Situation at 823am

802 reached woodlands checkpoint
826 passed JB immigration",93823,-1,"JB immigration Situation at 823am

802 reached woodlands checkpoint
826 passed JB immigration",High,Singapore to Malaysia,High,Malaysia to Singapore,Same
27/7/2024 8:45,yes,93812,93811,Is sg to jb very crowded now yes,Not related,Not related,Not related,Not related,Same
27/7/2024 8:24,From Kranji 725am take CW now just past CIQ 1 hour,93806,-1,From Kranji 725am take CW now just past CIQ 1 hour,High,Singapore to Malaysia,High,Singapore to Malaysia,Same
27/7/2024 8:20,"SG  JB
CIQ manual 8ppl
Egate 610ppl",93803,-1,"SG  JB
CIQ manual 8ppl
Egate 610ppl",High,Singapore to Malaysia,High,Malaysia to Singapore,Same
27/7/2024 8:20,Long queue from woodlands custom,93802,-1,Long queue from woodlands custom,High,Singapore to Malaysia,High,Not related,Same
27/7/2024 8:14,Yeah bus 170x didnt operate today because of their schedule,93801,-1,Yeah bus 170x didnt operate today because of their schedule,Low,Not related,High,Not related,Different
27/7/2024 8:14,Bruh ,93800,93798,Sbs bus Que at sg custom is crazy  only 2 bus came after 15 mins Bruh ,Not related,Not related,Not related,Not related,Same
27/7/2024 8:03,Sbs bus Que at sg custom is crazy  only 2 bus came after 15 mins,93798,-1,Sbs bus Que at sg custom is crazy  only 2 bus came after 15 mins,High,Singapore to Malaysia,Low,Singapore to Malaysia,Different
27/7/2024 7:51,Bus Que 170 is full piling up to escalator,93787,-1,Bus Que 170 is full piling up to escalator,High,Singapore to Malaysia,High,Singapore to Malaysia,Same
27/7/2024 7:48,Sg custom cleared in 5 mins,93785,-1,Sg custom cleared in 5 mins,Low,Not related,Low,Not related,Same
27/7/2024 7:41,Bus is queuing to alight at woodlands ciq,93784,-1,Bus is queuing to alight at woodlands ciq,High,Singapore to Malaysia,Low,Singapore to Malaysia,Different
27/7/2024 7:02,"SG to JB
Smooth like butter 
CW no queue",93778,-1,"SG to JB
Smooth like butter 
CW no queue",Low,Malaysia to Singapore,Low,Singapore to Malaysia,Same
26/7/2024 23:16,jb to sg through bus need wait long,93765,-1,jb to sg through bus need wait long,High,Singapore to Malaysia,High,Singapore to Malaysia,Same
26/7/2024 23:09,All smooth 20min from sg to jb provided you take cw ,93762,-1,All smooth 20min from sg to jb provided you take cw ,High,Singapore to Malaysia,Low,Singapore to Malaysia,Different
26/7/2024 23:06,Then you take either causeway link or bus 170,93760,-1,Then you take either causeway link or bus 170,Low,Singapore to Malaysia,Low,Singapore to Malaysia,Same
26/7/2024 23:01,"Sg  jb CW bus is smooth 

JB Customs right most egate also smooth",93756,-1,"Sg  jb CW bus is smooth 

JB Customs right most egate also smooth",High,Singapore to Malaysia,Low,Singapore to Malaysia,Different
26/7/2024 22:07,Finally starting to board bus after 20 mins,93741,-1,Finally starting to board bus after 20 mins,High,Not related,High,Singapore to Malaysia,Same
26/7/2024 22:05,Bus lane jam,93737,-1,Bus lane jam,High,Not related,High,Not related,Same
26/7/2024 21:35,Dun be paiseh hahaha but just stating my observations There are people who will help u regardless if u ask qns that had been answered ,93727,93726,Paiseh should have looked at the previous part to search for an ans Dun be paiseh hahaha but just stating my observations There are people who will help u regardless if u ask qns that had been answered ,High,Not related,Low,Not related,Different
26/7/2024 21:34,"My observations la day in day out ppl ask the same qns
1 MD AC e gate  see pinned
2 24hr buses  google
3 What time go in no jam  see historical queues
4 Go on holiday will jam or not  see historical queues

Hopefully everyone get answers quicker ",93723,93716,"Its just faster but anyways thanks for replying for those who replied My observations la day in day out ppl ask the same qns
1 MD AC e gate  see pinned
2 24hr buses  google
3 What time go in no jam  see historical queues
4 Go on holiday will jam or not  see historical queues

Hopefully everyone get answers quicker ",High,Not related,High,Malaysia to Singapore,Same
26/7/2024 21:08,Hwsstx another one that asked lols,93714,93702,Hihi anyone know the timing for sbscw last bussgjb Hwsstx another one that asked lols,Not related,Not related,Not related,Not related,Same
26/7/2024 21:03,Jb custom is quite empty from sg,93713,-1,Jb custom is quite empty from sg,High,Singapore to Malaysia,Low,Singapore to Malaysia,Different
26/7/2024 21:03,⓪,93712,93711,Jb to sg ⓪,Not related,Not related,Not related,Not related,Same
26/7/2024 20:48,Hihi anyone know the timing for sbscw last bussgjb,93702,-1,Hihi anyone know the timing for sbscw last bussgjb,High,Not related,Low,Not related,Different
26/7/2024 20:47,Less than 10 min Q at JB side ,93701,-1,Less than 10 min Q at JB side ,Low,Malaysia to Singapore,Low,Singapore to Malaysia,Same
26/7/2024 19:33,i was coming back from jb the q towards jb is so longggggg,93680,-1,i was coming back from jb the q towards jb is so longggggg,High,Malaysia to Singapore,High,Malaysia to Singapore,Same
26/7/2024 18:40,Quite long Until the right side of staircase,93649,93642,Anyone know the queue situation for the bus 950 in woodland int Quite long Until the right side of staircase,High,Not related,High,Not related,Same
26/7/2024 18:01,Sg custom starting to fill up and Sg bus q also long,93638,-1,Sg custom starting to fill up and Sg bus q also long,High,Singapore to Malaysia,High,Singapore to Malaysia,Same
26/7/2024 17:58,Info for Q to JB Thanks,93634,-1,Info for Q to JB Thanks,High,Not related,Low,Malaysia to Singapore,Different
26/7/2024 17:54,Tuas Second Link,93629,-1,Tuas Second Link,High,Singapore to Malaysia,High,Not related,Same
26/7/2024 17:54,Wdl Flyover Toward Checkpoint,93627,-1,Wdl Flyover Toward Checkpoint,High,Singapore to Malaysia,High,Not related,Same
26/7/2024 17:54,Wdl Causeway Toward Johor,93626,-1,Wdl Causeway Toward Johor,High,Singapore to Malaysia,High,Malaysia to Singapore,Same
26/7/2024 17:54,Wdl Checkpoint Toward BKE,93625,-1,Wdl Checkpoint Toward BKE,High,Singapore to Malaysia,Low,Singapore to Malaysia,Different
26/7/2024 17:44,sg  jb at kranji,93618,-1,sg  jb at kranji,High,Singapore to Malaysia,High,Singapore to Malaysia,Same
26/7/2024 17:11,Would lt be very crowded after 6pm  Sorry my first time take bus from there,93605,-1,Would lt be very crowded after 6pm  Sorry my first time take bus from there,High,Not related,Low,Not related,Different
26/7/2024 17:11,Queen Street Terminal,93604,93602,Hi  I would like yo check if there is a CW bus from jalan besar to woodland checkpoint  Queen Street Terminal,High,Not related,Low,Not related,Different
26/7/2024 17:10,Queens Street is the nearest,93603,93602,Hi  I would like yo check if there is a CW bus from jalan besar to woodland checkpoint  Queens Street is the nearest,Not related,Not related,Low,Not related,Different
26/7/2024 16:47,Any jam on the bus queue from SG  JB,93599,-1,Any jam on the bus queue from SG  JB,High,Singapore to Malaysia,Low,Singapore to Malaysia,Different
26/7/2024 15:49,after 3 pm jam cuz many malaysians are going home rn,93593,-1,after 3 pm jam cuz many malaysians are going home rn,High,Malaysia to Singapore,High,Malaysia to Singapore,Same
26/7/2024 9:24,if iChange is not working after force quit try to uninstall and reinstall works for me,93553,-1,if iChange is not working after force quit try to uninstall and reinstall works for me,High,Not related,Not related,Not related,Different
26/7/2024 8:57,Ask google,93549,93548,Hi is anyone know CW7 from Tuas link to JB CIQ Sunday morning early bus timing  Thanks Ask google,Not related,Not related,Not related,Not related,Same
26/7/2024 8:35,Hi is anyone know CW7 from Tuas link to JB CIQ Sunday morning early bus timing  Thanks,93548,-1,Hi is anyone know CW7 from Tuas link to JB CIQ Sunday morning early bus timing  Thanks,High,Singapore to Malaysia,Low,Singapore to Malaysia,Different
26/7/2024 0:24,"Singaporeans and Malaysians no need
Others need 
Refer to this for eligibility",93529,78614,"Egate eligibility for those asking Source  JIM Singaporeans and Malaysians no need
Others need 
Refer to this for eligibility",High,Not related,Low,Not related,Different
26/7/2024 0:23,If going in tmr sg to jb  is 7pm better or 9pm in terms of crowd,93527,-1,If going in tmr sg to jb  is 7pm better or 9pm in terms of crowd,High,Singapore to Malaysia,Low,Singapore to Malaysia,Different
25/7/2024 20:54,Woodlands no fuel check,93506,-1,Woodlands no fuel check,High,Not related,High,Not related,Same
25/7/2024 19:48,but i believe now will jam since most people ended work,93498,-1,but i believe now will jam since most people ended work,High,Singapore to Malaysia,High,Singapore to Malaysia,Same
25/7/2024 19:27,SGJB expect delays,93491,-1,SGJB expect delays,High,Singapore to Malaysia,High,Singapore to Malaysia,Same
25/7/2024 19:26,JBSG SG side CW buses no Q for CW2 only,93490,-1,JBSG SG side CW buses no Q for CW2 only,High,Singapore to Malaysia,High,Singapore to Malaysia,Same
25/7/2024 19:09,JB  SG smooth clearance yet to rch sg,93483,-1,JB  SG smooth clearance yet to rch sg,High,Malaysia to Singapore,High,Singapore to Malaysia,Same
25/7/2024 18:14,Yes You need to find the egates for foreigners They are located at the far end The first few are for msians,93479,93474,The egate is at the place where the bus stops right The path to the egate was sealed the officers says no egate when I asked Will go there check it out next month Thanks Yes You need to find the egates for foreigners They are located at the far end The first few are for msians,Not related,Not related,Low,Not related,Different
25/7/2024 17:59,Gona expect a long queue at the custom,93478,-1,Gona expect a long queue at the custom,High,Singapore to Malaysia,High,Not related,Same
25/7/2024 17:59,Ok Very long queue for bus at Kranji mrt,93477,-1,Ok Very long queue for bus at Kranji mrt,High,Singapore to Malaysia,High,Not related,Same
25/7/2024 17:31,The egate is at the place where the bus stops right The path to the egate was sealed the officers says no egate when I asked Will go there check it out next month Thanks,93474,93473,Then i guess bo bian You have to quite literally look around for the sign to point you to the right gates And yes I used the egates there so confirm have Not a msian anyway The egate is at the place where the bus stops right The path to the egate was sealed the officers says no egate when I asked Will go there check it out next month Thanks,High,Not related,High,Not related,Same
25/7/2024 17:27,Then i guess bo bian You have to quite literally look around for the sign to point you to the right gates And yes I used the egates there so confirm have Not a msian anyway,93473,93471,everyone was routed to another building when I was there Then i guess bo bian You have to quite literally look around for the sign to point you to the right gates And yes I used the egates there so confirm have Not a msian anyway,High,Singapore to Malaysia,Low,Malaysia to Singapore,Different
25/7/2024 16:50,Very sure tuas have empty queues,93466,-1,Very sure tuas have empty queues,Low,Singapore to Malaysia,Low,Not related,Same
25/7/2024 16:50,Bruh,93465,93464,Woodlands side wait for bus very long to go back from jb fyi Bruh,Not related,Not related,Not related,Not related,Same
25/7/2024 16:45,Woodlands side wait for bus very long to go back from jb fyi,93464,-1,Woodlands side wait for bus very long to go back from jb fyi,High,Malaysia to Singapore,High,Malaysia to Singapore,Same
25/7/2024 16:25,checkpoints mostly empty left jb rch sg in like 15 mins or less but jb is p crowded tdy alot of singaporeans,93460,-1,checkpoints mostly empty left jb rch sg in like 15 mins or less but jb is p crowded tdy alot of singaporeans,High,Malaysia to Singapore,High,Singapore to Malaysia,Same
